ID_Commune,Annee,Mois,ID_Structure,Acces_Eau_Potable_Pct,Nb_Centres_Sante,Nb_Medecins,Nb_Infirmiers,Nb_Lits,Taux_Vaccination_Pct,Mortalite_Maternelle,Mortalite_Infantile,Cas_Palu,Cas_Cholera,Cas_Covid,Nb_Urgences,Satisfaction_Moyenne,Zone_Urgence
34,2021,11,2,57.09,1,19,24,41,50.64,4,7,799,4,45,20,4.64,1
34,2021,12,1,71.14,1,9,57,25,62.05,5,11,372,12,31,23,3.9,1
34,2021,12,2,68.86,1,13,13,46,55.46,3,7,618,5,20,0,4.43,1
34,2022,1,1,92.47,1,16,18,22,60.02,3,0,641,19,12,10,4.21,1
34,2022,1,2,69.82,2,8,19,31,75.48,5,4,340,2,0,15,4.64,0
34,2022,2,1,46.59,2,19,59,33,86.91,1,9,194,20,48,21,3.1,1
34,2022,2,2,44.55,2,20,51,18,96.39,2,15,366,4,37,7,3.51,1
34,2022,3,1,42.59,3,4,15,57,79.18,2,9,82,2,7,17,4.12,1
34,2022,3,2,89.45,2,3,40,17,68.31,1,3,203,10,15,10,4.04,0
34,2022,4,1,54.62,1,17,49,38,57,4,10,732,18,4,8,2.63,1
34,2022,4,2,80,3,15,42,69,50.39,1,9,241,20,18,16,3.86,0
34,2022,5,1,85.81,3,16,38,43,77.21,5,12,117,13,10,14,4.43,1
34,2022,5,2,69.03,2,8,26,37,61.5,4,15,504,8,16,7,4.1,1
34,2022,6,1,77.55,3,3,21,25,62.27,1,12,310,7,36,10,4.06,1
34,2022,6,2,66.64,3,5,25,61,86.62,1,12,137,19,39,14,3.89,1
34,2022,7,1,47.85,3,9,46,76,71.2,5,5,57,11,42,0,4,1
34,2022,7,2,80.63,1,4,50,24,90.98,4,5,420,5,21,14,3.37,0
34,2022,8,1,61.67,2,14,6,59,70.82,4,12,182,1,38,1,3.86,1
34,2022,8,2,40.43,3,7,43,39,67.82,2,6,258,17,37,19,3.27,1
34,2022,9,1,92.47,2,2,44,71,80.18,1,10,797,4,30,12,4.26,1
34,2022,9,2,57.38,1,6,51,57,86.06,2,7,403,11,20,23,3.39,1
34,2022,10,1,86.71,3,5,34,43,90.03,2,13,271,0,4,3,4.42,1
34,2022,10,2,72.86,1,16,48,14,75.28,2,0,676,9,45,18,4.36,1
34,2022,11,1,51.17,3,19,38,70,70.87,4,14,234,6,19,2,2.79,1
34,2022,11,2,76.05,3,2,38,37,73.49,0,2,68,19,40,17,4.26,0
34,2022,12,1,69.38,2,6,42,34,70.8,0,12,132,8,19,11,4.2,1
34,2022,12,2,56.36,2,3,58,8,65.88,2,0,691,13,28,21,2.89,1
34,2023,1,1,57.28,1,9,5,48,75.86,3,8,533,18,32,19,3.97,1
34,2023,1,2,78.29,3,6,43,8,67.05,2,1,317,10,33,2,3.48,0
34,2023,2,1,90.5,2,11,20,12,79.2,5,2,252,8,19,23,2.83,0
34,2023,2,2,72.33,1,15,10,59,84.87,2,6,272,11,3,23,3.78,0
34,2023,3,1,50.94,3,3,31,80,86.43,4,8,702,15,12,18,2.6,1
34,2023,3,2,89.14,2,17,51,46,65.91,0,15,730,8,37,17,2.93,1
34,2023,4,1,82.43,1,6,50,50,74.57,0,10,497,2,13,3,4.64,0
34,2023,4,2,85.7,2,19,23,35,70.81,1,14,277,12,27,21,4.26,1
34,2023,5,1,69.54,3,6,44,38,95.67,5,14,649,2,6,1,3.47,1
34,2023,5,2,89.89,3,12,35,75,71.81,3,6,558,5,38,29,3.81,1
34,2023,6,1,80.95,2,19,13,44,56.75,5,14,418,19,23,7,2.53,1
34,2023,6,2,44.67,1,4,28,65,67.92,1,8,104,17,0,24,4.69,1
34,2023,7,1,90.66,3,12,49,28,94.06,1,8,163,18,8,26,2.64,0
34,2023,7,2,92.08,1,12,44,64,69.56,2,0,351,18,16,30,2.51,0
34,2023,8,1,59.83,1,5,26,41,79.99,3,13,137,13,33,28,4.59,1
34,2023,8,2,76.69,2,9,5,69,96.69,2,15,794,16,21,24,3.26,1
34,2023,9,1,84.53,1,2,38,41,79.5,5,4,796,3,13,16,3.69,1
34,2023,9,2,91.23,3,8,22,17,77.69,4,11,318,15,37,24,3.78,1
34,2023,10,1,92.04,2,17,6,60,83.27,4,0,174,10,19,0,3.1,0
34,2023,10,2,79.72,3,11,30,74,90.02,5,4,190,9,33,17,4.59,0
34,2023,11,1,41.65,3,1,44,54,92.69,3,9,415,7,34,19,3.76,1
34,2023,11,2,50.9,1,8,5,29,97.82,5,3,736,2,40,26,3.1,1
34,2023,12,1,71.91,2,11,52,63,82.48,5,13,153,15,19,13,3.92,1
34,2023,12,2,76.61,1,4,23,63,82.94,2,10,613,3,4,3,3.32,1
35,2020,1,1,55.22,2,1,46,10,75.02,3,15,32,3,39,1,3.52,1
35,2020,1,2,70.77,2,20,47,48,71.24,4,9,784,12,26,8,4.49,1
35,2020,2,1,81.02,3,4,17,71,70.73,2,6,50,11,20,26,4.1,0
35,2020,2,2,41.4,3,14,20,22,82.76,2,6,327,10,1,0,3.25,1
35,2020,3,1,61.12,3,9,60,42,56.06,1,11,627,0,29,20,4.46,1
35,2020,3,2,44.96,3,16,8,31,91.59,5,8,164,15,21,17,4.33,1
35,2020,4,1,72.77,1,10,28,55,69.5,1,0,576,14,33,14,3.25,1
35,2020,4,2,61.97,3,1,60,22,70.59,1,15,670,10,49,25,2.73,1
35,2020,5,1,63.65,1,6,9,11,86.42,0,4,280,8,43,26,4.21,0
35,2020,5,2,49.87,2,14,41,78,89.62,1,11,70,5,3,0,3.74,1
35,2020,6,1,93.06,3,10,45,43,62.3,1,14,703,0,16,5,3.54,1
35,2020,6,2,53.38,2,15,57,49,73.42,5,11,305,20,46,4,3.09,1
35,2020,7,1,70.43,2,16,22,63,88.64,2,7,611,2,29,30,3.85,1
35,2020,7,2,56.62,2,6,36,37,76.25,4,10,310,14,16,8,2.52,1
35,2020,8,1,83.39,2,16,32,52,54.12,0,0,652,20,50,3,3.73,1
35,2020,8,2,91.99,1,18,56,65,90.72,5,13,162,12,25,22,3.42,1
35,2020,9,1,93.58,1,19,48,47,56.91,4,3,103,3,6,23,3.12,0
35,2020,9,2,57.73,1,4,23,22,87.07,0,7,240,16,6,12,2.79,1
35,2020,10,1,62.1,2,13,22,10,86.77,5,0,737,9,15,3,2.85,1
35,2020,10,2,77.94,3,15,15,67,55.96,2,14,142,6,18,8,2.91,1
35,2020,11,1,42.25,2,15,50,35,89.12,4,13,431,7,17,1,2.69,1
35,2020,11,2,46.78,1,6,20,58,64.13,4,9,331,14,8,29,4.54,1
35,2020,12,1,42.97,2,7,47,8,51.92,4,7,611,17,8,30,3.09,1
35,2020,12,2,71.99,1,19,16,14,51.25,1,0,716,14,8,30,3.9,1
35,2021,1,1,84.49,2,2,24,32,75.84,1,7,612,19,36,2,4.6,1
35,2021,1,2,53.62,3,8,53,75,51.13,1,7,243,17,7,20,4.58,1
35,2021,2,1,81.75,1,7,30,78,97.23,4,3,87,19,20,8,3.21,0
35,2021,2,2,50.96,1,9,40,24,70.52,4,7,585,11,9,10,3.08,1
35,2021,3,1,85.23,1,17,17,14,50.92,2,10,735,18,1,23,2.89,1
35,2021,3,2,42.34,3,4,35,71,96.74,4,4,203,9,33,7,3.86,1
35,2021,4,1,88.73,3,19,52,75,64.67,2,6,682,5,6,19,3.9,1
35,2021,4,2,74.89,2,3,12,31,53.19,4,5,40,13,5,29,3.17,0
35,2021,5,1,93.86,3,15,43,43,97.21,1,2,266,3,34,29,4.49,0
35,2021,5,2,61.33,3,8,30,14,70.08,3,3,767,14,22,20,2.79,1
35,2021,6,1,40.45,1,5,23,55,74.99,5,3,789,9,35,25,4.56,1
35,2021,6,2,87.79,1,15,48,70,90.44,1,6,557,8,48,5,3.53,1
35,2021,7,1,68.77,1,6,35,6,74.89,2,4,212,6,40,20,4.69,0
35,2021,7,2,63.57,1,13,45,59,95.83,5,4,205,4,4,30,4.11,0
35,2021,8,1,81.4,3,16,48,46,59.1,5,11,690,17,37,1,3.01,1
35,2021,8,2,94.14,2,5,13,28,76.67,3,10,248,8,21,30,3.94,0
35,2021,9,1,59.27,2,19,60,39,51.17,3,13,569,5,13,18,3.33,1
35,2021,9,2,71.76,3,11,43,78,63.16,4,6,661,13,7,29,2.7,1
35,2021,10,1,67.31,3,8,21,62,83.7,2,1,518,15,21,13,3.52,1
35,2021,10,2,83.42,2,10,10,70,65.11,3,10,664,0,6,22,4.07,1
35,2021,11,1,53.27,3,14,26,9,81.48,2,11,549,7,40,6,3.71,1
35,2021,11,2,94.32,2,19,24,74,75.41,5,12,625,20,13,11,3.62,1
35,2021,12,1,76.81,1,6,26,17,86.32,2,10,30,1,23,3,3.33,0
35,2021,12,2,81.66,2,9,35,65,93.52,4,11,475,2,16,13,3.53,1
35,2022,1,1,88.41,1,6,5,11,66.66,0,1,262,12,32,24,3.27,0
35,2022,1,2,69.06,2,19,5,19,72.29,1,11,343,1,41,0,2.5,1
35,2022,2,1,45.27,1,16,32,26,76.57,1,5,250,11,9,27,2.78,1
35,2022,2,2,55.87,1,10,42,22,84.13,5,13,701,19,32,19,3.24,1
35,2022,3,1,72.25,1,1,15,12,67.32,1,9,410,18,45,25,3.1,0
35,2022,3,2,49.98,2,2,22,17,67.68,1,11,77,17,14,0,4.43,1
35,2022,4,1,57.63,1,1,17,50,88.86,0,5,326,15,6,7,3.26,1
35,2022,4,2,94.7,3,13,58,74,70.79,0,9,445,6,21,9,4.67,0
35,2022,5,1,45.9,3,13,16,44,85.29,3,14,589,14,27,21,4.46,1
35,2022,5,2,46.06,3,19,40,72,56,1,7,187,12,21,22,4.79,1
35,2022,6,1,56.62,2,17,10,80,86.41,3,6,415,20,14,25,4.75,1
35,2022,6,2,45.18,2,7,44,17,94.4,2,13,532,0,13,0,4.02,1
35,2022,7,1,83.93,2,14,32,7,88.75,2,2,294,10,6,11,2.96,0
35,2022,7,2,60.56,1,19,40,80,92.58,0,2,582,9,15,9,3.02,1
35,2022,8,1,51.19,2,5,26,62,92.23,4,12,245,16,29,1,4.77,1
35,2022,8,2,81.11,3,7,56,7,81.64,5,13,195,8,32,29,2.87,1
35,2022,9,1,45.72,2,20,5,7,74.26,5,12,188,2,50,0,2.92,1
35,2022,9,2,71.82,2,15,6,35,62.72,2,10,699,8,37,7,4.68,1
35,2022,10,1,48.45,3,18,21,64,54.79,2,0,267,13,32,0,2.86,1
35,2022,10,2,74.23,3,5,33,27,97.78,5,15,143,7,45,0,4.18,1
35,2022,11,1,87.25,1,11,32,50,85.13,5,1,229,6,49,30,4.66,0
35,2022,11,2,61.21,1,7,20,32,74.36,0,5,317,6,18,30,3.47,0
35,2022,12,1,75.76,2,5,47,52,68.29,3,5,117,2,23,23,2.86,0
35,2022,12,2,85.76,1,10,53,22,77,2,15,215,15,50,17,3.81,1
35,2023,1,1,68.03,3,3,23,56,78.47,0,11,777,4,13,1,4.16,1
35,2023,1,2,55.53,2,15,50,75,71.2,2,3,66,4,30,11,4.05,1
35,2023,2,1,79.43,1,2,42,75,72.22,4,0,274,6,34,24,2.74,0
35,2023,2,2,41.18,3,19,46,72,51.99,0,1,240,13,22,19,2.67,1
35,2023,3,1,48.29,2,8,60,55,63.91,3,7,351,18,48,29,3.55,1
35,2023,3,2,61.49,2,15,50,23,61.13,0,15,143,0,25,6,4,1
35,2023,4,1,87.92,3,14,57,12,54.62,2,8,633,10,20,2,4.38,1
35,2023,4,2,55.63,3,7,47,62,77.34,3,9,377,13,2,24,2.79,1
35,2023,5,1,65.59,1,8,21,38,68.51,4,15,196,5,11,2,4.46,1
35,2023,5,2,74.72,2,14,7,40,59.57,5,11,744,17,11,5,2.65,1
35,2023,6,1,62.14,1,14,8,52,83.07,4,0,281,8,35,29,3.7,0
35,2023,6,2,80.41,1,15,40,37,95.01,3,7,651,9,32,4,4.05,1
35,2023,7,1,90.59,1,8,16,6,74.31,1,9,84,14,25,9,2.92,0
35,2023,7,2,70.24,2,14,25,27,88.33,2,6,223,4,22,13,3.66,0
35,2023,8,1,70.74,1,9,42,53,96.92,2,13,669,12,6,12,4.18,1
35,2023,8,2,58.68,2,14,50,8,76.23,3,1,767,0,19,26,2.98,1
35,2023,9,1,81.65,2,12,5,46,74.19,5,8,154,6,30,25,3.38,0
35,2023,9,2,44.91,1,5,7,6,67.81,5,7,372,3,15,6,3.77,1
35,2023,10,1,72.84,3,16,60,16,96.2,1,13,198,5,43,2,2.63,1
35,2023,10,2,40.88,1,12,30,38,51.68,1,0,361,12,23,3,3.84,1
35,2023,11,1,75.68,3,5,45,7,75.6,1,12,367,15,23,29,4.67,1
35,2023,11,2,73.46,2,20,54,72,89.46,0,14,594,1,17,20,4.44,1
35,2023,12,1,51.27,1,15,18,5,80.68,2,5,265,18,0,24,3.29,1
35,2023,12,2,53.85,3,14,49,64,58.27,3,12,275,3,24,7,3.64,1
36,2020,1,1,78.82,1,6,5,23,60.97,5,8,695,6,38,5,3.45,1
36,2020,1,2,40.15,2,16,30,13,72.03,0,6,496,5,11,0,3.05,1
36,2020,2,1,48.45,1,3,39,35,68.71,2,5,418,18,39,11,4.55,1
36,2020,2,2,48.43,2,20,29,51,97.02,1,0,536,8,25,1,4,1
36,2020,3,1,81.14,2,7,51,70,71.02,0,10,488,2,42,3,4.73,0
36,2020,3,2,90.92,3,3,51,63,66.5,3,5,250,1,35,27,3,0
36,2020,4,1,84.89,1,11,35,24,92.71,1,12,60,20,29,11,4.41,1
36,2020,4,2,78.49,3,6,28,10,88.51,2,13,457,2,6,7,4.19,1
36,2020,5,1,94.82,2,1,36,62,87.63,2,13,550,12,30,28,4.18,1
36,2020,5,2,84.82,3,6,22,12,87.69,2,8,287,17,4,24,4.07,0
36,2020,6,1,78.56,2,9,54,76,91.58,4,9,524,13,5,26,2.85,1
36,2020,6,2,44.89,1,18,30,30,97.59,3,10,450,19,1,28,3.57,1
36,2020,7,1,79.82,2,7,42,48,74.86,4,1,716,6,37,12,2.65,1
36,2020,7,2,80.48,1,2,23,59,94.27,4,4,75,2,47,19,3.56,0
36,2020,8,1,91.86,3,20,15,29,87.68,1,14,304,4,14,18,2.88,1
36,2020,8,2,89.05,2,2,43,27,70.52,2,8,103,20,36,3,4.22,0
36,2020,9,1,63.01,3,1,45,16,53.83,3,4,662,8,0,14,2.77,1
36,2020,9,2,43.36,1,10,43,60,93.04,1,11,394,16,42,10,3.89,1
36,2020,10,1,63.04,1,13,46,68,90.86,2,15,530,1,37,13,2.58,1
36,2020,10,2,63.3,2,13,31,63,83.37,1,2,780,14,15,19,3.52,1
36,2020,11,1,79.05,3,13,51,23,64.54,5,14,453,2,21,22,2.69,1
36,2020,11,2,59.37,1,13,17,30,71.39,2,2,280,11,22,22,4.11,1
36,2020,12,1,85.01,2,14,22,29,58.52,5,13,154,1,23,2,4,1
36,2020,12,2,48.29,2,18,8,18,77.14,0,12,446,2,27,17,3.18,1
36,2021,1,1,86.1,2,13,39,75,90.29,5,0,434,19,26,17,4.69,0
36,2021,1,2,52.83,3,10,54,52,72.77,3,1,706,15,25,18,3.84,1
36,2021,2,1,68.38,3,18,17,21,67.36,1,0,465,16,47,8,2.58,0
36,2021,2,2,91.3,2,17,28,55,53.85,0,2,412,15,42,22,4.66,0
36,2021,3,1,50.02,1,1,5,73,91.15,1,8,408,13,10,7,4.47,1
36,2021,3,2,62.86,2,8,40,70,86.27,0,10,33,11,34,29,4.54,0
36,2021,4,1,62.67,3,3,43,74,77.39,1,7,612,3,3,27,3.43,1
36,2021,4,2,56.95,2,15,20,39,77.17,1,12,512,3,32,0,3.46,1
36,2021,5,1,48.06,2,16,24,57,60.88,3,15,634,16,26,10,4.06,1
36,2021,5,2,45.65,2,12,6,76,68.07,2,4,638,16,20,3,4.59,1
36,2021,6,1,51.15,1,8,7,49,65.03,4,14,551,9,47,28,2.67,1
36,2021,6,2,59.91,2,20,35,16,87.99,4,13,194,15,40,16,3.68,1
36,2021,7,1,83.36,2,1,15,43,79.12,3,5,600,10,47,3,3.31,1
36,2021,7,2,73.17,3,14,55,31,70.18,4,5,486,8,15,28,4.17,0
36,2021,8,1,45.16,2,17,40,54,86.06,1,8,663,6,38,22,4.27,1
36,2021,8,2,65.07,2,2,22,71,67.57,1,15,209,2,3,4,3.01,1
36,2021,9,1,66.34,2,20,8,19,74.18,2,12,49,20,18,7,4.17,1
36,2021,9,2,46.18,1,16,50,16,82.07,3,3,656,17,30,7,2.76,1
36,2021,10,1,79.19,1,10,10,37,74.58,2,13,37,8,15,18,3.02,1
36,2021,10,2,59.51,1,4,12,71,75.45,4,10,270,14,29,8,3.92,1
36,2021,11,1,49.11,1,17,11,64,76.56,4,12,598,13,16,26,3.81,1
36,2021,11,2,91.36,2,18,47,30,67.8,1,6,201,7,14,11,4.68,0
36,2021,12,1,46.97,2,10,38,41,59.67,3,1,263,18,25,5,3.87,1
36,2021,12,2,78.1,3,8,31,31,65.68,4,1,526,10,24,0,4.58,1
36,2022,1,1,69.2,3,20,27,69,78.04,3,15,345,6,16,29,3.79,1
36,2022,1,2,79.89,2,9,23,70,71.13,3,3,477,10,7,12,3.15,0
36,2022,2,1,67.82,1,12,41,45,86.2,2,1,548,6,39,12,3.54,1
36,2022,2,2,51.8,1,11,47,50,58.28,4,8,462,7,40,9,3.56,1
36,2022,3,1,58.36,1,3,38,36,66.45,0,6,463,13,4,7,2.71,1
36,2022,3,2,94.66,1,15,42,9,92.15,5,8,340,0,1,0,3.1,0
36,2022,4,1,86.11,1,12,51,26,90.04,1,7,359,9,17,4,4.5,0
36,2022,4,2,41.63,1,3,38,39,71.76,4,7,136,0,7,30,4.62,1
36,2022,5,1,72.58,1,12,26,25,92.05,3,9,306,5,3,2,2.99,0
36,2022,5,2,57.71,3,12,54,78,60.78,0,0,121,10,2,28,3.49,1
36,2022,6,1,83.8,2,1,21,20,79.99,3,12,281,13,45,27,3.54,1
36,2022,6,2,82.36,1,5,37,29,66.04,0,4,256,1,21,3,4.42,0
36,2022,7,1,75.35,3,3,12,60,69.39,4,15,197,8,13,19,4.53,1
36,2022,7,2,92.64,1,1,5,48,92.51,5,4,748,8,12,11,2.63,1
36,2022,8,1,85.7,3,12,39,36,72.13,4,6,581,19,13,24,4.02,1
36,2022,8,2,86.68,1,15,58,48,71.93,3,3,43,15,20,8,4.34,0
36,2022,9,1,54.49,1,10,8,46,80.17,4,0,114,18,47,12,4.25,1
36,2022,9,2,74.41,3,4,8,45,59.84,0,3,290,12,43,30,4.05,0
36,2022,10,1,70.36,3,1,56,19,76.61,1,6,278,15,23,26,2.51,0
36,2022,10,2,71.09,3,17,28,52,58.77,1,12,705,11,20,19,4.55,1
36,2022,11,1,66.56,3,15,39,29,74.71,5,13,793,3,39,19,3,1
36,2022,11,2,66.13,2,4,36,18,55.54,0,1,577,0,20,12,2.69,1
36,2022,12,1,81.65,1,5,30,40,86.18,0,8,563,10,4,11,4.58,1
36,2022,12,2,49.97,3,1,38,75,51.72,4,0,682,1,14,14,3.51,1
36,2023,1,1,89.79,2,5,26,53,62.29,1,3,773,4,6,18,4.54,1
36,2023,1,2,41.49,1,9,8,62,52.63,5,11,438,19,26,11,4.45,1
36,2023,2,1,62.98,2,20,47,17,53.82,3,5,552,16,36,27,4.39,1
36,2023,2,2,80.75,3,17,43,42,72.71,2,2,451,13,28,9,4.7,0
36,2023,3,1,56.64,3,19,8,15,60.87,0,0,185,18,39,15,2.96,1
36,2023,3,2,58.91,3,9,5,28,80.8,2,5,751,12,17,6,4.27,1
36,2023,4,1,40.84,1,10,45,35,87.39,1,2,707,15,29,24,2.66,1
36,2023,4,2,40.24,2,19,30,76,69.13,3,2,695,8,44,5,2.77,1
36,2023,5,1,52.78,3,14,37,9,62.67,5,11,673,3,3,25,3.69,1
36,2023,5,2,73.12,1,9,39,33,81.8,1,15,666,13,26,0,4.12,1
36,2023,6,1,60.5,2,7,47,19,91.44,0,5,181,14,32,23,3.39,0
36,2023,6,2,68.42,3,12,45,54,89.75,0,6,574,2,8,5,2.74,1
36,2023,7,1,68.48,1,2,39,53,84.1,0,4,564,5,50,17,3.72,1
36,2023,7,2,85.15,1,4,6,24,94.24,1,6,415,4,48,15,2.74,0
36,2023,8,1,92.73,2,5,16,10,50.4,0,4,417,19,42,30,4.62,0
36,2023,8,2,46.98,3,15,51,31,87.18,3,8,91,14,30,1,4.4,1
36,2023,9,1,84.04,2,18,55,53,84.99,3,7,178,20,46,15,4.72,0
36,2023,9,2,90.66,1,10,41,65,95.46,0,7,475,2,49,26,3.42,0
36,2023,10,1,90.51,3,3,28,44,52.01,3,7,192,8,24,13,3.51,0
36,2023,10,2,50.91,1,1,21,16,67.45,1,14,734,0,14,20,4.15,1
36,2023,11,1,72.27,3,10,28,26,91.21,3,13,574,9,6,2,2.63,1
36,2023,11,2,94.91,2,13,8,41,61.05,0,14,168,1,46,25,4.09,1
36,2023,12,1,73.35,3,15,35,41,74.16,3,3,614,20,38,19,3.46,1
36,2023,12,2,53.65,1,2,28,56,95.64,3,6,78,16,46,15,2.95,1
37,2020,1,1,49.46,2,12,52,77,88.39,1,2,60,11,1,7,2.93,1
37,2020,1,2,51.84,3,12,7,32,96.14,2,10,364,1,0,14,3.47,1
37,2020,2,1,65.9,3,16,30,36,64.81,1,11,350,16,8,9,4.77,1
37,2020,2,2,84.69,2,13,29,34,81.14,3,15,23,5,30,6,2.9,1
37,2020,3,1,90.44,2,10,28,62,58.09,3,10,200,10,21,30,4.32,0
37,2020,3,2,72.94,3,4,27,71,53.02,2,4,59,1,49,4,4.65,0
37,2020,4,1,88.9,1,6,60,62,82.95,4,10,669,9,21,9,4.29,1
37,2020,4,2,71.99,3,13,17,14,57.4,5,2,394,3,12,6,2.98,0
37,2020,5,1,40.75,1,4,49,30,51.99,5,9,152,19,31,7,2.91,1
37,2020,5,2,83.86,2,1,15,51,88.31,0,10,313,6,0,18,2.76,0
37,2020,6,1,87.65,1,18,57,79,87.92,1,10,288,13,48,2,2.77,0
37,2020,6,2,43.2,1,4,25,62,90.3,4,8,580,1,16,8,4.19,1
37,2020,7,1,76.15,3,15,14,45,57.25,3,2,548,17,40,9,2.62,1
37,2020,7,2,77.36,1,10,37,35,89.38,4,12,430,18,1,6,4.41,1
37,2020,8,1,86.63,3,13,7,15,57.49,4,7,716,0,33,11,2.71,1
37,2020,8,2,64.71,1,2,11,18,95.66,4,1,791,1,32,17,3.2,1
37,2020,9,1,47.02,2,17,5,42,83.77,3,4,119,3,48,23,3.94,1
37,2020,9,2,43.39,3,8,59,32,53.87,0,2,342,9,30,26,4.1,1
37,2020,10,1,57.5,1,19,40,14,68.6,0,12,64,1,48,19,4.46,1
37,2020,10,2,59.29,2,12,22,12,53.62,3,9,161,2,20,14,3.05,1
37,2020,11,1,93.33,3,18,46,28,60.67,4,2,74,16,16,2,3.64,0
37,2020,11,2,90.92,1,9,34,6,63.08,3,15,732,9,5,20,2.89,1
37,2020,12,1,65.61,2,12,55,23,93.2,0,7,192,16,27,0,2.5,0
37,2020,12,2,69.2,1,20,11,35,72.51,5,4,286,9,23,13,4.2,0
37,2021,1,1,57.79,2,15,17,29,56.8,5,1,596,14,22,21,4.29,1
37,2021,1,2,69.46,2,12,17,46,54.26,3,2,250,14,25,26,2.67,0
37,2021,2,1,92.82,3,5,9,80,92.79,2,9,460,18,0,11,3.51,0
37,2021,2,2,46.23,1,6,51,69,97.45,5,2,758,11,27,25,3.52,1
37,2021,3,1,70.33,1,3,31,56,74.66,3,2,522,9,46,14,4.28,1
37,2021,3,2,64.75,2,8,17,64,70.22,2,14,580,1,49,16,4.26,1
37,2021,4,1,81.03,1,7,16,18,70.23,1,9,294,3,15,22,4.11,0
37,2021,4,2,70.48,1,1,23,19,94.77,4,14,382,9,22,17,4.18,1
37,2021,5,1,77.95,3,17,46,21,50.71,4,1,521,2,38,28,3.09,1
37,2021,5,2,69.31,1,17,23,59,91.46,5,15,304,10,44,23,4.41,1
37,2021,6,1,84.07,3,6,46,25,70.85,3,0,607,10,4,30,3.46,1
37,2021,6,2,80.7,2,20,6,66,62.36,2,5,249,20,41,5,2.51,0
37,2021,7,1,75.83,1,3,10,19,78.25,2,13,754,5,29,8,2.84,1
37,2021,7,2,49.32,3,14,56,62,66,5,8,531,4,4,9,2.99,1
37,2021,8,1,80.98,1,2,29,39,63.87,2,4,799,10,8,26,3.2,1
37,2021,8,2,65.02,2,7,48,60,63.53,0,12,749,4,42,0,4.38,1
37,2021,9,1,60.57,1,10,10,37,66.25,3,13,580,11,47,18,2.79,1
37,2021,9,2,78.38,1,1,38,70,96.3,4,9,751,15,5,29,4.08,1
37,2021,10,1,80.45,2,20,47,36,79.8,4,12,193,4,32,21,3.85,1
37,2021,10,2,67.1,1,6,56,36,61.41,4,15,800,6,35,30,4.26,1
37,2021,11,1,47.71,3,7,41,36,86.56,2,7,468,12,34,16,3.49,1
37,2021,11,2,40.83,3,17,21,68,59.99,1,11,436,10,42,26,3.64,1
37,2021,12,1,64.77,2,4,41,19,55.27,5,12,152,18,42,11,3.66,1
37,2021,12,2,61.61,1,10,8,39,77.91,1,14,48,17,49,21,3.58,1
37,2022,1,1,50.99,2,16,57,76,86.5,0,10,227,2,21,13,2.85,1
37,2022,1,2,73.31,3,3,44,33,82.45,5,3,718,15,34,12,4.08,1
37,2022,2,1,79.42,3,8,15,76,63.18,1,13,169,5,35,14,2.95,1
37,2022,2,2,58.06,2,20,38,74,86.06,0,2,482,16,3,2,2.82,1
37,2022,3,1,55.85,3,15,8,51,53.86,5,6,382,20,15,8,4.3,1
37,2022,3,2,69.61,3,16,25,49,96.16,5,6,138,9,32,26,3.86,0
37,2022,4,1,85.44,1,15,16,24,55.26,0,5,373,17,48,6,4.45,0
37,2022,4,2,43.08,2,8,46,55,56.11,0,3,307,9,6,10,3.53,1
37,2022,5,1,76.63,3,4,49,37,65.07,0,5,30,17,2,24,3.6,0
37,2022,5,2,60.41,2,3,42,66,90.98,1,11,345,8,50,18,3.77,1
37,2022,6,1,45.92,3,5,59,56,53.28,2,3,350,14,11,4,2.57,1
37,2022,6,2,81.95,3,18,35,38,88.39,0,2,693,4,45,10,4.29,1
37,2022,7,1,54.88,2,6,8,20,85.28,0,11,309,3,23,11,3.73,1
37,2022,7,2,87.31,1,8,13,37,61.37,3,9,558,10,28,3,4.52,1
37,2022,8,1,46.33,2,13,57,26,89.28,4,0,621,5,36,23,3.69,1
37,2022,8,2,53.75,2,19,50,30,66.72,5,4,635,10,50,22,2.68,1
37,2022,9,1,74.94,1,3,37,57,70.35,2,14,631,12,47,20,4.53,1
37,2022,9,2,67.85,3,18,31,7,74.01,3,12,706,16,10,17,3.84,1
37,2022,10,1,78.98,2,13,41,63,68.49,2,11,190,7,24,21,4.72,1
37,2022,10,2,54.49,2,13,44,70,88.48,1,9,226,9,17,28,4.55,1
37,2022,11,1,68.65,2,9,24,60,56.85,4,14,343,0,27,12,2.77,1
37,2022,11,2,61.09,3,4,9,20,75.05,0,7,21,2,44,21,4.12,0
37,2022,12,1,64.62,2,12,22,58,89.2,2,6,104,6,37,12,4.66,0
37,2022,12,2,44.49,2,6,34,22,64.78,5,0,661,4,29,14,2.58,1
37,2023,1,1,90.22,3,5,23,52,56.55,4,11,216,11,43,19,2.84,1
37,2023,1,2,57.66,2,13,20,71,88.95,0,6,188,2,33,2,4,1
37,2023,2,1,71.87,2,12,45,57,79.85,3,7,476,15,22,6,4.72,0
37,2023,2,2,61.57,2,16,25,42,74.27,4,7,26,17,41,2,2.79,0
37,2023,3,1,87.89,1,14,46,64,50.97,3,15,169,17,32,13,3.88,1
37,2023,3,2,68.2,1,15,14,67,87.56,1,5,457,20,26,4,4.67,0
37,2023,4,1,66.88,2,13,60,74,58.71,4,13,692,6,19,22,3.48,1
